id,gender,age,goal,attr,sinc,intel,fun,amb,like
1,0,21.0,2.0,5.7,7.3,7.3,6.8,6.3,6.5
2,0,24.0,1.0,6.4,7.0,7.7,6.1,6.5,6.6
3,0,25.0,6.0,8.1,8.6,9.4,7.7,8.8,8.2
4,0,23.0,1.0,6.4,8.9,8.6,7.8,7.8,6.6
5,0,21.0,2.0,6.3,6.0,7.0,6.0,5.6,7.2
6,0,23.0,1.0,5.9,7.3,8.0,6.0,5.2,6.5
7,0,22.0,1.0,5.4,6.9,7.7,5.8,7.6,6.5
8,0,25.0,1.0,6.4,7.2,7.1,6.0,6.7,6.0
9,0,26.0,1.0,7.3,8.6,8.3,7.4,6.8,7.0
10,0,26.0,2.0,6.1,8.2,7.5,6.7,6.7,6.6
11,1,27.0,1.0,6.8,7.8,7.2,7.6,7.1,6.4
12,1,22.0,1.0,6.2,6.7,9.1,5.9,5.7,6.9
13,1,22.0,2.0,7.354838709677419,8.096774193548388,8.419354838709678,8.064516129032258,7.903225806451613,7.806451612903226
14,1,23.0,2.0,7.2,8.1,7.8,8.2,8.7,7.5
15,1,24.0,1.0,7.6,8.5,8.8,7.5,8.25,7.7
16,1,25.0,1.0,6.666666666666667,7.0,7.2,6.9,7.1,6.4
17,1,30.0,3.0,5.6,5.0,5.4,4.5,5.4,4.0
18,1,27.0,1.0,6.4,6.6,6.7,6.3,6.6,6.7
19,1,28.0,4.0,7.0,7.0,7.6,8.3,7.6,7.25
20,1,24.0,1.0,6.0,7.3,7.5,6.5,7.9,6.2
21,0,21.0,6.0,6.0625,7.6875,7.625,6.125,7.375,6.5
22,0,27.0,1.0,5.3125,6.5625,6.75,5.6875,6.3125,5.0625
23,0,21.0,1.0,6.0,6.6,6.533333333333333,6.333333333333333,6.066666666666666,6.833333333333333
24,0,27.0,2.0,6.375,7.384615384615385,7.444444444444445,7.416666666666667,7.7,7.0625
25,0,25.0,1.0,6.125,7.1875,8.3125,6.625,8.8125,6.6875
26,0,23.0,1.0,4.0625,6.375,6.125,4.4375,5.875,4.1875
27,0,22.0,1.0,2.9375,4.8125,5.75,3.8125,4.9375,2.5
29,0,22.0,1.0,6.3125,7.1875,6.5625,5.0625,6.2,6.1875
30,0,23.0,1.0,5.6875,6.625,6.8125,5.75,6.6875,7.0625
31,0,24.0,1.0,5.3125,6.25,6.625,5.5625,6.375,6.066666666666666
32,0,27.0,1.0,6.25,7.4375,7.8125,7.357142857142857,7.733333333333333,6.375
33,0,30.0,6.0,6.1875,6.875,6.8125,5.4375,6.875,5.8125
34,0,21.0,1.0,4.5,4.6875,5.6875,4.5625,5.5625,5.0625
35,0,25.0,1.0,6.4375,7.9375,8.1875,7.625,7.4375,7.3125
36,0,26.0,2.0,2.9375,3.5,4.6875,2.9375,4.9375,3.375
37,0,27.0,2.0,5.0625,5.0,6.4375,5.375,5.0625,4.625
38,0,23.0,1.0,5.6875,7.5,8.375,5.625,7.4375,5.8125
39,0,24.0,5.0,5.25,6.5,8.0625,6.375,6.9375,5.71875
40,1,25.0,2.0,6.052631578947368,8.0,7.578947368421052,7.315789473684211,6.526315789473684,3.210526315789474
41,1,30.0,2.0,7.105263157894737,6.842105263157895,7.105263157894737,7.105263157894737,6.842105263157895,6.428571428571429
42,1,23.0,2.0,5.368421052631579,8.421052631578947,8.105263157894736,6.684210526315789,7.684210526315789,5.631578947368421
43,1,24.0,6.0,5.0,5.2631578947368425,6.105263157894737,4.526315789473684,5.578947368421052,5.157894736842105
44,1,24.0,1.0,6.25,6.3,6.925,6.230769230769231,6.675,6.7
45,1,28.0,2.0,7.0,6.894736842105263,6.894736842105263,6.578947368421052,6.526315789473684,6.842105263157895
46,1,26.0,2.0,7.157894736842105,7.7368421052631575,7.684210526315789,7.7894736842105265,7.7894736842105265,7.7631578947368425
47,1,30.0,1.0,5.9411764705882355,5.7894736842105265,6.2631578947368425,5.2105263157894735,6.052631578947368,5.7368421052631575
48,1,22.0,1.0,5.842105263157895,7.105263157894737,6.631578947368421,5.842105263157895,5.9,5.631578947368421
49,1,25.0,1.0,7.473684210526316,7.631578947368421,7.526315789473684,6.7368421052631575,6.947368421052632,7.105263157894737
50,1,27.0,6.0,6.5,7.833333333333333,7.666666666666667,7.285714285714286,8.25,7.305555555555555
51,1,23.0,1.0,5.2105263157894735,6.105263157894737,6.684210526315789,4.315789473684211,4.684210526315789,5.421052631578948
52,1,21.0,1.0,6.2105263157894735,6.7368421052631575,6.894736842105263,6.2105263157894735,6.0,5.631578947368421
53,1,28.0,2.0,7.157894736842105,8.157894736842104,8.263157894736842,7.526315789473684,8.105263157894736,7.157894736842105
54,1,28.0,5.0,6.631578947368421,7.894736842105263,7.631578947368421,7.2631578947368425,7.368421052631579,6.631578947368421
55,1,23.0,6.0,6.947368421052632,8.789473684210526,9.263157894736842,8.631578947368421,9.052631578947368,8.263157894736842
56,0,23.0,1.0,3.3,8.9,7.1,4.9,6.9,4.4
57,0,22.0,3.0,8.6,8.5,9.0,8.7,8.6,8.1
59,0,29.0,4.0,6.6,8.4,9.7,5.1,5.4,5.8
60,0,28.0,1.0,6.2,7.3,7.5,7.9,7.9,5.8
61,0,26.0,2.0,6.9,7.6,7.7,6.9,7.7,7.0
62,0,24.0,3.0,4.2,6.9,6.6,4.8,5.9,4.6
63,0,27.0,2.0,6.1,6.2,7.2,5.4,6.2,5.7
64,0,23.0,2.0,6.4,7.1,7.2,6.8,7.3,5.8
65,1,29.0,2.0,5.1,7.0,7.125,6.5,6.777777777777778,5.888888888888889
66,1,22.0,6.0,5.875,7.125,6.75,6.875,6.25,5.75
67,1,27.0,5.0,5.0,6.1,5.8,5.1,5.1,5.3
68,1,28.0,6.0,4.4,6.6,6.6,5.3,6.111111111111111,4.5
69,1,26.0,5.0,6.222222222222222,6.666666666666667,7.555555555555555,6.666666666666667,5.888888888888889,6.777777777777778
70,1,21.0,5.0,6.888888888888889,7.0,7.555555555555555,7.888888888888889,7.5,6.666666666666667
71,1,22.0,5.0,5.7,7.5,7.3,5.6,6.3,5.7
72,1,22.0,6.0,5.0,7.333333333333333,6.555555555555555,5.666666666666667,5.777777777777778,4.444444444444445
73,1,25.0,5.0,7.3,8.1,7.7,7.4,6.0,6.3
74,1,24.0,6.0,6.111111111111111,6.333333333333333,6.555555555555555,6.111111111111111,5.888888888888889,5.777777777777778
75,0,34.0,2.0,4.111111111111111,7.0625,6.352941176470588,6.142857142857143,7.0,4.0
76,0,22.0,1.0,6.222222222222222,6.777777777777778,7.055555555555555,6.777777777777778,6.75,6.388888888888889
77,0,23.0,2.0,5.222222222222222,6.777777777777778,8.666666666666666,4.615384615384615,8.545454545454545,6.555555555555555
78,0,26.0,2.0,5.0,5.5,5.611111111111111,5.388888888888889,5.333333333333333,5.388888888888889
79,0,27.0,1.0,6.722222222222222,8.125,8.0,7.555555555555555,8.0,7.388888888888889
80,0,28.0,5.0,4.777777777777778,7.888888888888889,8.055555555555555,6.222222222222222,6.944444444444445,6.444444444444445
81,0,25.0,1.0,6.222222222222222,9.222222222222221,9.0,8.222222222222221,8.444444444444445,8.166666666666666
82,0,35.0,2.0,5.388888888888889,7.444444444444445,7.722222222222222,6.555555555555555,7.055555555555555,5.055555555555555
83,0,32.0,2.0,4.222222222222222,5.388888888888889,6.277777777777778,5.166666666666667,5.333333333333333,4.611111111111111
84,0,30.0,2.0,6.111111111111111,6.5,6.888888888888889,4.944444444444445,6.277777777777778,5.0
85,0,22.0,2.0,6.777777777777778,7.055555555555555,6.666666666666667,6.222222222222222,6.117647058823529,6.444444444444445
86,0,23.0,1.0,3.1666666666666665,5.277777777777778,5.833333333333333,5.277777777777778,6.333333333333333,3.111111111111111
87,0,23.0,1.0,4.111111111111111,8.944444444444445,9.777777777777779,5.611111111111111,9.444444444444445,5.944444444444445
88,0,27.0,1.0,7.222222222222222,9.333333333333334,8.944444444444445,7.888888888888889,7.833333333333333,7.055555555555555
89,0,23.0,2.0,5.722222222222222,7.166666666666667,6.833333333333333,6.0,6.388888888888889,5.722222222222222
90,0,25.0,1.0,6.0,7.166666666666667,7.722222222222222,6.944444444444445,7.235294117647059,6.0588235294117645
91,0,29.0,5.0,6.666666666666667,8.11111111111111,8.944444444444445,6.833333333333333,8.38888888888889,6.611111111111111
92,0,29.0,1.0,6.944444444444445,6.888888888888889,7.0,6.777777777777778,6.9411764705882355,7.027777777777778
93,1,28.0,2.0,7.055555555555555,7.111111111111111,7.222222222222222,6.777777777777778,6.333333333333333,6.055555555555555
94,1,26.0,1.0,5.277777777777778,6.722222222222222,6.555555555555555,6.277777777777778,5.555555555555555,5.277777777777778
95,1,26.0,1.0,6.888888888888889,7.277777777777778,7.333333333333333,7.166666666666667,7.0,7.277777777777778
96,1,29.0,2.0,6.444444444444445,7.111111111111111,7.388888888888889,6.444444444444445,7.111111111111111,5.888888888888889
97,1,39.0,4.0,10.0,10.0,10.0,10.0,10.0,9.833333333333334
98,1,28.0,3.0,6.0,6.888888888888889,7.277777777777778,5.944444444444445,6.333333333333333,7.277777777777778
99,1,30.0,1.0,7.0,8.166666666666666,8.277777777777779,7.722222222222222,7.222222222222222,6.722222222222222
100,1,22.0,3.0,7.666666666666667,7.875,7.555555555555555,7.0,8.0,7.277777777777778
101,1,32.0,1.0,6.333333333333333,6.777777777777778,7.0,5.888888888888889,6.222222222222222,6.388888888888889
102,1,26.0,2.0,6.666666666666667,7.166666666666667,7.5,6.888888888888889,7.0,6.666666666666667
103,1,27.0,2.0,6.944444444444445,7.333333333333333,6.722222222222222,6.722222222222222,6.5,6.944444444444445
104,1,25.0,2.0,7.166666666666667,7.722222222222222,8.166666666666666,7.222222222222222,6.555555555555555,6.5
105,1,22.0,5.0,8.0,8.333333333333334,7.722222222222222,6.5,7.352941176470588,6.777777777777778
106,1,21.0,1.0,7.833333333333333,8.305555555555555,8.38888888888889,7.638888888888889,7.805555555555555,7.194444444444445
107,1,24.0,1.0,7.166666666666667,7.166666666666667,6.777777777777778,6.722222222222222,5.833333333333333,6.111111111111111
108,1,25.0,1.0,7.444444444444445,10.0,7.833333333333333,7.111111111111111,7.166666666666667,7.0
109,1,28.0,2.0,6.222222222222222,7.117647058823529,8.11111111111111,6.666666666666667,7.705882352941177,5.611111111111111
110,1,27.0,5.0,4.777777777777778,6.111111111111111,6.388888888888889,4.944444444444445,5.388888888888889,4.944444444444445
111,0,20.0,1.0,6.4,6.8,7.2,6.2,7.3,6.2
112,0,21.0,1.0,6.8,9.2,8.1,6.8,6.9,6.3
113,0,20.0,2.0,5.8,5.6,5.1,5.0,5.6,5.3
114,0,21.0,1.0,7.0,9.333333333333334,9.444444444444445,7.888888888888889,9.222222222222221,6.888888888888889
115,0,21.0,1.0,7.2,8.0,7.8,6.8,7.5,7.2
116,0,21.0,1.0,7.111111111111111,8.777777777777779,7.888888888888889,7.0,8.444444444444445,6.555555555555555
117,0,19.0,1.0,5.111111111111111,7.7,7.555555555555555,7.142857142857143,6.375,5.7
118,0,20.0,5.0,6.6,7.0,6.3,4.7,6.0,4.9
119,0,21.0,5.0,6.8,8.3,7.8,5.7,7.1,7.3
120,1,22.0,1.0,8.2,9.4,8.7,8.5,8.5,8.8
121,1,18.0,2.0,5.9,5.3,5.5,4.8,5.0,4.7
122,1,22.0,2.0,6.1,5.9,6.1,5.0,5.5,7.0
123,1,21.0,1.0,8.0,7.8,7.4,7.7,7.3,7.2
124,1,22.0,4.0,6.2,7.4,7.2,7.3,6.8,6.4
125,1,22.0,6.0,7.0,6.4,7.1,6.1,6.2,6.4
126,1,21.0,1.0,7.9,8.3,8.3,8.3,8.0,7.4
128,1,20.0,1.0,4.3,4.5,5.1,3.5,3.5,4.9
129,1,19.0,2.0,5.625,5.375,6.25,5.5,5.5,4.5
130,0,27.0,1.0,6.6,8.2,8.2,7.8,7.8,7.4
131,0,24.0,1.0,6.6,6.2,6.4,7.2,6.6,6.4
132,0,23.0,1.0,7.2,7.6,7.8,7.2,8.2,7.0
133,0,26.0,1.0,7.6,7.25,8.0,8.0,6.0,6.6
134,1,26.0,1.0,7.2,8.6,9.0,7.2,8.0,7.6
135,1,32.0,1.0,5.0,7.4,7.2,5.4,7.4,4.0
136,1,37.0,1.0,7.0,8.333333333333334,9.0,7.0,6.8,7.0
137,1,29.0,1.0,6.0,7.4,7.3,7.0,7.0,6.6
138,1,28.0,1.0,6.4,8.2,8.0,7.0,6.6,6.8
139,0,24.0,1.0,6.8125,8.0625,8.1875,7.8125,7.75,7.8125
140,0,33.0,2.0,6.8125,7.0,8.5,7.6875,7.6,7.0
141,0,23.0,1.0,6.0625,7.0625,7.5,6.8125,6.8125,6.4375
142,0,24.0,2.0,8.3125,9.0625,8.75,8.0,7.875,7.625
143,0,36.0,4.0,6.5,7.75,8.25,7.7,8.0,6.25
144,0,26.0,5.0,6.125,7.0625,7.75,6.0625,6.125,6.125
145,0,27.0,5.0,5.1875,7.75,7.8125,5.0625,6.8125,5.375
146,0,28.0,1.0,5.8125,6.9375,7.3125,5.1875,6.0625,5.666666666666667
147,0,31.0,4.0,6.8125,6.875,7.9375,7.125,7.8125,7.0625
148,0,28.0,3.0,6.375,6.1875,6.875,5.5625,6.0625,5.84375
149,0,27.0,1.0,5.9375,7.375,7.3125,6.8125,7.7272727272727275,6.714285714285714
150,0,28.0,2.0,5.625,5.75,6.5625,6.3125,6.6,5.4375
151,0,27.0,6.0,7.5625,8.8125,8.8125,7.75,8.0625,7.0
152,0,27.0,2.0,4.8125,6.625,6.625,5.3125,6.625,5.1875
153,0,30.0,2.0,6.0,8.25,10.0,6.375,9.4375,5.875
154,0,28.0,1.0,4.8125,6.25,6.3125,5.9375,5.75,4.25
155,1,23.0,4.0,8.875,8.375,8.25,7.375,7.0625,8.25
156,1,28.0,1.0,6.9375,7.75,7.1875,6.25,6.230769230769231,6.4375
157,1,29.0,2.0,6.75,8.6875,8.428571428571429,7.125,8.266666666666667,6.0625
158,1,22.0,2.0,7.0625,8.0,8.375,7.3125,6.4375,5.6875
159,1,27.0,2.0,5.8125,6.5,6.625,5.5,6.6875,5.25
160,1,26.0,4.0,7.25,8.125,7.5,6.875,6.6875,6.5625
161,1,27.0,1.0,7.25,8.0,8.1875,7.416666666666667,7.2,6.9375
162,1,30.0,3.0,7.9375,8.1875,8.625,7.0625,7.6875,6.5625
163,1,26.0,5.0,6.5625,7.125,7.6,6.8125,8.5,6.733333333333333
164,1,23.0,2.0,5.25,6.4375,6.125,5.0625,4.625,5.1875
165,1,23.0,1.0,6.6875,7.1875,7.1875,6.875,6.8125,6.8125
166,1,28.0,2.0,8.5625,8.4375,8.6875,8.066666666666666,8.3125,8.3125
167,1,28.0,1.0,6.066666666666666,6.866666666666666,6.866666666666666,6.0,6.4,5.733333333333333
168,1,29.0,1.0,6.372549019607843,7.352941176470588,7.529411764705882,6.470588235294118,7.0,5.823529411764706
169,1,27.0,1.0,5.666666666666667,6.1875,7.333333333333333,4.875,6.533333333333333,5.0
170,1,22.0,1.0,6.756756756756757,6.9,7.222222222222222,6.708333333333333,6.666666666666667,5.1891891891891895
171,0,29.0,4.0,5.2,5.2,5.5,5.9,5.9,6.4
172,0,23.0,2.0,3.6,6.8,7.2,6.8,6.8,5.4
173,0,28.0,2.0,6.9,6.5,6.9,6.4,6.2,5.6
174,0,22.0,2.0,4.3,6.2,6.5,4.9,6.111111111111111,5.0
175,0,35.0,2.0,6.1,6.7,7.1,5.555555555555555,6.0,5.9
176,0,30.0,1.0,4.5,7.1,6.6,5.7,6.4,3.8
177,0,24.0,6.0,6.8,6.7,6.8,6.7,6.3,6.4
178,0,22.0,1.0,6.2,6.9,6.9,7.3,7.3,5.6
179,0,22.0,1.0,6.2,8.0,8.7,8.7,9.1,8.1
180,0,24.0,1.0,7.0,7.4,7.4,7.0,6.7,7.0
181,1,34.0,2.0,8.9,9.9,9.8,8.4,9.3,7.8
182,1,25.0,1.0,5.5,8.0,7.9,6.9,7.6,6.7
183,1,24.0,1.0,6.1,6.6,6.555555555555555,5.857142857142857,5.875,5.0
185,1,21.0,2.0,5.4,5.7,5.7,5.6,4.9,3.2
186,1,27.0,1.0,5.9,7.4,6.7,5.9,6.2,6.2
187,1,25.0,2.0,6.9,6.875,7.666666666666667,8.1,6.5,6.1
188,1,28.0,5.0,6.0,7.8,7.4,6.9,7.1,5.8
189,1,24.0,1.0,5.3,7.5,7.1,5.8,6.4,5.4
190,1,25.0,1.0,5.6,8.7,8.0,5.9,7.9,7.6
191,0,24.0,3.0,7.05,9.1,9.15,7.3,8.8,6.45
192,0,27.0,1.0,6.9,8.0,8.8,6.95,7.7,7.3
193,0,25.0,1.0,3.35,5.3,4.95,4.15,4.6923076923076925,3.65
194,0,24.0,1.0,7.45,7.55,7.6,7.25,7.55,5.1
195,0,23.0,2.0,4.6,4.9,5.7,5.05,5.0,4.4
196,0,30.0,4.0,4.3,8.15,8.35,6.15,8.1,5.85
197,0,25.0,1.0,6.157894736842105,8.789473684210526,8.38888888888889,6.75,8.058823529411764,7.2631578947368425
198,0,25.0,1.0,5.5,7.631578947368421,8.058823529411764,5.083333333333333,8.25,5.6
199,0,22.0,2.0,6.45,8.5,8.55,7.4,8.2,6.6
200,0,22.0,6.0,5.65,6.75,8.25,6.722222222222222,8.6,5.95
201,0,26.0,3.0,5.7,7.25,8.1,6.3,7.05,6.9
202,0,23.0,1.0,6.3,7.7,7.15,5.6,7.35,5.9
203,0,31.0,1.0,6.3,7.65,7.85,7.15,7.315789473684211,6.95
204,0,23.0,1.0,5.75,7.4,7.45,6.65,6.55,5.8
205,0,25.0,2.0,6.45,8.2,8.85,7.95,8.1,7.45
206,0,28.0,3.0,6.05,6.428571428571429,7.333333333333333,6.5,7.166666666666667,6.5
207,0,29.0,2.0,6.05,7.833333333333333,6.9411764705882355,4.533333333333333,6.625,5.025
208,0,28.0,2.0,5.75,8.5,9.05,6.7,9.15,6.25
209,0,27.0,1.0,6.6,7.25,7.95,6.8,7.85,6.45
210,0,25.0,2.0,7.0,8.2,8.8,7.35,8.0,6.75
211,1,23.0,1.0,8.3,7.7,7.8,7.05,7.6,7.4
212,1,26.0,1.0,5.6,7.3,6.5,5.75,5.95,5.3
213,1,27.0,2.0,7.7,8.3,8.6,8.15,7.9,7.1
214,1,26.0,5.0,5.5,7.0,7.35,5.5,6.05,6.35
215,1,24.0,1.0,4.95,5.45,5.9,5.3,5.4,4.5
216,1,26.0,1.0,6.384615384615385,7.0,7.08,6.24,5.5,6.615384615384615
217,1,25.0,1.0,8.5,8.8,8.9,8.85,8.9,8.25
218,1,27.0,2.0,5.9,6.3,6.95,6.6,6.55,6.45
219,1,27.0,2.0,7.0,5.15,6.15,5.45,5.4,6.05
220,1,28.0,2.0,8.15,7.9,7.7,6.55,7.0,6.2
221,1,32.0,6.0,6.4,6.0,6.25,5.85,5.6,6.05
222,1,28.0,1.0,5.95,6.3,6.6,5.85,6.15,6.05
223,1,23.0,2.0,5.75,7.05,7.2,6.5,6.45,6.25
224,1,26.0,2.0,5.5,6.5,6.95,6.05,6.0,5.15
225,1,24.0,3.0,5.95,6.6,6.45,5.65,6.05,5.55
226,1,28.0,1.0,4.8,6.8,6.7,4.85,4.35,4.578947368421052
227,1,42.0,2.0,7.1,7.1,7.25,6.4,5.5,6.15
228,1,30.0,1.0,6.65,6.2,6.7,5.95,6.45,5.9
229,1,31.0,2.0,6.9,7.3,7.25,7.15,6.7,6.35
230,1,29.0,1.0,7.45,7.7,7.65,7.7,7.85,7.05
231,0,22.0,3.0,4.777777777777778,7.111111111111111,7.888888888888889,5.777777777777778,7.625,5.75
232,0,23.0,1.0,4.111111111111111,6.777777777777778,6.555555555555555,5.222222222222222,6.444444444444445,4.444444444444445
233,0,24.0,2.0,5.222222222222222,6.444444444444445,6.888888888888889,5.888888888888889,7.666666666666667,6.666666666666667
234,0,34.0,3.0,4.777777777777778,7.333333333333333,7.444444444444445,5.222222222222222,6.0,5.0
235,0,27.0,1.0,7.333333333333333,8.333333333333334,8.88888888888889,7.777777777777778,9.0,7.222222222222222
236,0,34.0,2.0,6.444444444444445,7.666666666666667,7.888888888888889,6.666666666666667,7.0,6.888888888888889
237,0,26.0,1.0,5.444444444444445,5.444444444444445,5.444444444444445,5.444444444444445,5.555555555555555,5.666666666666667
238,0,29.0,2.0,5.888888888888889,7.333333333333333,8.88888888888889,7.222222222222222,7.555555555555555,6.666666666666667
239,0,26.0,3.0,3.6666666666666665,5.555555555555555,6.625,4.666666666666667,5.875,5.333333333333333
240,1,27.0,2.0,6.666666666666667,7.888888888888889,7.111111111111111,7.111111111111111,8.0,6.888888888888889
241,1,28.0,2.0,6.555555555555555,7.222222222222222,8.0,6.333333333333333,6.444444444444445,4.555555555555555
242,1,32.0,4.0,7.666666666666667,7.333333333333333,7.0,6.222222222222222,5.857142857142857,6.888888888888889
243,1,25.0,1.0,5.111111111111111,5.444444444444445,6.5,5.285714285714286,5.0,5.555555555555555
244,1,25.0,1.0,5.888888888888889,6.666666666666667,5.888888888888889,5.555555555555555,4.222222222222222,6.0
245,1,27.0,1.0,6.222222222222222,7.111111111111111,7.333333333333333,6.777777777777778,6.111111111111111,6.888888888888889
246,1,33.0,2.0,7.444444444444445,8.555555555555555,8.0,8.11111111111111,7.333333333333333,7.555555555555555
247,1,25.0,4.0,6.333333333333333,8.777777777777779,7.0,7.333333333333333,6.888888888888889,6.555555555555555
248,1,33.0,6.0,6.666666666666667,8.222222222222221,7.555555555555555,5.777777777777778,7.75,6.222222222222222
249,0,28.0,1.0,3.0476190476190474,4.285714285714286,6.0,2.8095238095238093,6.190476190476191,2.6666666666666665
250,0,33.0,2.0,5.761904761904762,6.666666666666667,6.857142857142857,6.0,6.666666666666667,6.333333333333333
251,0,22.0,2.0,6.0,5.571428571428571,5.857142857142857,4.428571428571429,5.238095238095238,4.523809523809524
252,0,26.0,1.0,5.857142857142857,6.190476190476191,6.333333333333333,5.9523809523809526,6.238095238095238,5.9523809523809526
253,0,24.0,2.0,6.095238095238095,6.476190476190476,6.523809523809524,5.476190476190476,5.857142857142857,5.904761904761905
254,0,24.0,2.0,4.571428571428571,6.095238095238095,6.904761904761905,6.190476190476191,7.0,4.714285714285714
255,0,25.0,1.0,6.0,7.095238095238095,8.523809523809524,5.190476190476191,5.2105263157894735,5.714285714285714
256,0,25.0,2.0,6.428571428571429,6.619047619047619,8.047619047619047,5.9523809523809526,6.5,6.380952380952381
257,0,27.0,2.0,6.428571428571429,7.714285714285714,7.619047619047619,7.095238095238095,7.523809523809524,6.571428571428571
258,0,26.0,1.0,5.761904761904762,6.857142857142857,7.333333333333333,6.666666666666667,6.571428571428571,6.380952380952381
259,0,29.0,6.0,7.190476190476191,7.761904761904762,8.0,7.095238095238095,7.0476190476190474,7.095238095238095
260,0,26.0,1.0,6.85,9.0,8.75,7.85,8.25,7.7
261,0,26.0,1.0,5.0476190476190474,6.523809523809524,6.9523809523809526,5.904761904761905,6.238095238095238,5.333333333333333
262,0,32.0,4.0,6.7,6.6,7.55,4.6,6.15,7.05
263,0,28.0,2.0,4.666666666666667,6.428571428571429,7.238095238095238,4.714285714285714,5.166666666666667,4.3
264,0,26.0,1.0,4.333333333333333,5.9523809523809526,6.142857142857143,5.190476190476191,6.0476190476190474,5.095238095238095
265,0,24.0,5.0,6.738095238095238,7.380952380952381,7.904761904761905,6.571428571428571,7.625,7.309523809523809
266,0,24.0,2.0,6.809523809523809,7.761904761904762,7.9523809523809526,6.523809523809524,8.095238095238095,6.571428571428571
267,0,23.0,2.0,5.333333333333333,6.190476190476191,6.428571428571429,5.190476190476191,5.666666666666667,5.809523809523809
268,0,23.0,2.0,5.238095238095238,5.476190476190476,6.095238095238095,5.0,4.9523809523809526,5.571428571428571
269,0,25.0,2.0,5.142857142857143,5.571428571428571,7.857142857142857,6.238095238095238,7.428571428571429,5.809523809523809
270,1,29.0,2.0,5.666666666666667,7.142857142857143,7.476190476190476,6.285714285714286,6.714285714285714,6.380952380952381
271,1,21.0,2.0,6.15,6.0,7.05,5.5,6.2,6.45
272,1,26.0,2.0,6.666666666666667,7.571428571428571,7.0,6.238095238095238,6.0476190476190474,7.0476190476190474
273,1,25.0,1.0,6.523809523809524,7.0476190476190474,6.9523809523809526,6.761904761904762,7.2,6.761904761904762
274,1,32.0,1.0,6.0,6.0,6.714285714285714,5.809523809523809,6.619047619047619,5.809523809523809
275,1,25.0,3.0,6.928571428571429,6.9523809523809526,7.9523809523809526,6.285714285714286,6.523809523809524,4.785714285714286
276,1,25.0,3.0,6.095238095238095,6.9523809523809526,7.333333333333333,6.428571428571429,6.619047619047619,6.0476190476190474
277,1,27.0,6.0,6.285714285714286,6.714285714285714,7.333333333333333,5.380952380952381,6.428571428571429,6.285714285714286
278,1,23.0,1.0,7.666666666666667,7.6,7.714285714285714,7.142857142857143,7.5,7.428571428571429
279,1,27.0,1.0,8.19047619047619,8.047619047619047,8.285714285714286,8.238095238095237,8.428571428571429,7.571428571428571
280,1,27.0,1.0,5.666666666666667,6.333333333333333,7.0,5.761904761904762,5.5,6.0476190476190474
281,1,24.0,4.0,6.666666666666667,6.666666666666667,6.666666666666667,6.619047619047619,6.571428571428571,6.595238095238095
282,1,22.0,1.0,7.0476190476190474,7.333333333333333,7.0476190476190474,6.666666666666667,5.857142857142857,6.690476190476191
283,1,27.0,1.0,4.619047619047619,5.761904761904762,5.380952380952381,4.904761904761905,4.809523809523809,4.857142857142857
284,1,28.0,1.0,6.095238095238095,6.142857142857143,6.571428571428571,5.142857142857143,5.476190476190476,5.666666666666667
285,1,34.0,2.0,4.809523809523809,6.0476190476190474,6.904761904761905,5.714285714285714,5.761904761904762,4.666666666666667
286,1,27.0,1.0,5.761904761904762,8.476190476190476,7.904761904761905,6.904761904761905,6.238095238095238,6.333333333333333
287,1,28.0,1.0,6.333333333333333,9.619047619047619,7.761904761904762,5.619047619047619,6.238095238095238,6.142857142857143
288,1,28.0,2.0,5.761904761904762,6.904761904761905,6.904761904761905,6.0476190476190474,5.571428571428571,5.619047619047619
289,0,30.0,1.0,5.214285714285714,7.714285714285714,7.428571428571429,6.285714285714286,7.285714285714286,6.642857142857143
290,0,30.0,2.0,5.857142857142857,7.785714285714286,8.375,6.785714285714286,6.666666666666667,6.642857142857143
291,0,28.0,1.0,6.642857142857143,6.785714285714286,7.0,5.785714285714286,5.071428571428571,5.428571428571429
292,0,21.0,2.0,5.0,7.571428571428571,7.571428571428571,6.785714285714286,8.428571428571429,6.071428571428571
293,0,22.0,2.0,7.285714285714286,7.857142857142857,8.071428571428571,7.071428571428571,7.714285714285714,7.285714285714286
294,0,24.0,2.0,7.785714285714286,8.571428571428571,8.857142857142858,8.0,8.071428571428571,7.714285714285714
295,0,35.0,2.0,7.714285714285714,9.5,9.714285714285714,8.785714285714286,8.642857142857142,7.785714285714286
296,0,34.0,2.0,5.785714285714286,6.785714285714286,8.214285714285714,5.357142857142857,7.785714285714286,5.571428571428571
297,0,21.0,2.0,5.928571428571429,8.461538461538462,7.888888888888889,6.714285714285714,7.777777777777778,5.214285714285714
298,0,33.0,4.0,5.714285714285714,7.0,7.714285714285714,6.5,7.642857142857143,6.214285714285714
299,0,28.0,1.0,5.857142857142857,7.071428571428571,7.928571428571429,4.642857142857143,6.857142857142857,5.428571428571429
